id	name	description	synonyms	organism
ENSG00000006695	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]	["COX10", "ENTREZ:1352", "HGNC:2260", "MC4DN3", "MIM:602125", "NM_001303", "NP_001294", "cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"]	NCBI:txid9606
ENSG00000006704	GTF2IRD1	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	["BEN", "CREAM1", "ENTREZ:9569", "GTF2I repeat domain containing 1", "GTF2IRD1", "GTF3", "HGNC:4661", "MIM:604318", "MUSTRD1", "NM_001199207", "NM_005685", "NM_016328", "NP_001186136", "NP_005676", "NP_057412", "RBAP2", "WBS", "WBSCR11", "WBSCR12", "XM_006716182", "XM_006716183", "XM_011516713", "XM_017012802", "XM_017012803", "XM_017012804", "XM_017012805", "XP_006716245", "XP_006716246", "XP_011515015", "XP_016868291", "XP_016868292", "XP_016868293", "XP_016868294", "hMusTRD1alpha1"]	NCBI:txid9606
ENSG00000006715	VPS41	VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]	["ENTREZ:27072", "HGNC:12713", "HVPS41", "HVSP41", "MIM:605485", "NM_014396", "NM_080631", "NP_055211", "NP_542198", "VPS41 subunit of HOPS complex", "VPS41", "XM_017011988", "XP_016867477", "XR_926930", "hVps41p"]	NCBI:txid9606
ENSG00000006744	ELAC2	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	["COXPD17", "ELAC2", "ELC2", "ENTREZ:60528", "HGNC:14198", "HPC2", "MIM:605367", "NM_001165962", "NM_018127", "NM_173717", "NP_001159434", "NP_060597", "NP_776065", "XM_024450850", "XM_024450851", "XM_024450852", "XM_024450853", "XM_024450854", "XM_024450855", "XM_024450856", "XM_024450857", "XM_024450858", "XM_024450859", "XM_024450860", "XM_024450861", "XM_024450862", "XP_024306618", "XP_024306619", "XP_024306620", "XP_024306621", "XP_024306622", "XP_024306623", "XP_024306624", "XP_024306625", "XP_024306626", "XP_024306627", "XP_024306628", "XP_024306629", "XP_024306630", "elaC ribonuclease Z 2"]	NCBI:txid9606
ENSG00000006756	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	["ARSD", "ASD", "ENTREZ:414", "HGNC:717", "MIM:300002", "NM_001669", "NM_009589", "NP_001660", "NP_033667", "XM_005274514", "XM_005274515", "XP_005274571", "XP_005274572", "arylsulfatase D"]	NCBI:txid9606
ENSG00000007062	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	["AC133", "CD133", "CORD12", "ENTREZ:8842", "HGNC:9454", "MCDR2", "MIM:604365", "MSTP061", "NM_001145847", "NM_001145848", "NM_001145849", "NM_001145850", "NM_001145851", "NM_001145852", "NM_001371406", "NM_001371407", "NM_001371408", "NM_006017", "NP_001139319", "NP_001139320", "NP_001139321", "NP_001139322", "NP_001139323", "NP_001139324", "NP_001358335", "NP_001358336", "NP_001358337", "NP_006008", "PROM1", "PROML1", "RP41", "STGD4", "XM_005248195", "XM_005248196", "XM_006713974", "XM_011513892", "XM_011513893", "XM_011513894", "XM_011513895", "XM_011513896", "XM_011513897", "XM_011513900", "XM_011513902", "XM_011513903", "XM_017008800", "XM_024454276", "XP_005248252", "XP_005248253", "XP_006714037", "XP_011512194", "XP_011512195", "XP_011512196", "XP_011512197", "XP_011512198", "XP_011512199", "XP_011512202", "XP_011512204", "XP_011512205", "XP_016864289", "XP_024310044", "prominin 1"]	NCBI:txid9606
ENSG00000007168	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	["ENTREZ:5048", "HGNC:8574", "LIS1", "LIS2", "MDCR", "MDS", "MIM:601545", "NM_000430", "NP_000421", "NudF", "PAFAH", "PAFAH1B1", "XM_011523901", "XM_011523902", "XM_011523903", "XM_017024701", "XM_017024702", "XM_017024703", "XP_011522203", "XP_011522204", "XP_011522205", "XP_016880190", "XP_016880191", "XP_016880192", "platelet activating factor acetylhydrolase 1b regulatory subunit 1"]	NCBI:txid9606
ENSG00000007174	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	["CILD40", "DNAH17L", "DNAH9", "DNEL1", "DYH9", "Dnahc9", "ENTREZ:1770", "HGNC:2953", "HL-20", "HL20", "MIM:603330", "NM_001372", "NM_004662", "NP_001363", "NP_004653", "XM_011523703", "XM_017024292", "XM_017024293", "XM_017024294", "XM_017024295", "XP_011522005", "XP_016879781", "XP_016879782", "XP_016879783", "XP_016879784", "dynein axonemal heavy chain 9"]	NCBI:txid9606
ENSG00000007202	BLTP2	bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]	["BCOX", "BCOX1", "CT101", "ENTREZ:9703", "FMP27", "HGNC:28960", "KIAA0100", "MIM:610664", "NM_001321560", "NM_001321561", "NM_001363826", "NM_001363827", "NM_001363828", "NM_001363829", "NM_014680", "NP_001308489", "NP_001308490", "NP_001350755", "NP_001350756", "NP_001350757", "NP_001350758", "NP_055495", "XR_002958095"]	NCBI:txid9606
ENSG00000007237	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	["ENTREZ:8522", "GAS7", "HGNC:4169", "MIM:603127", "NM_001130831", "NM_003644", "NM_201432", "NM_201433", "NP_001124303", "NP_003635", "NP_958836", "NP_958839", "XM_005256831", "XM_005256832", "XM_005256833", "XM_005256834", "XM_005256835", "XM_011524044", "XM_017025239", "XM_017025240", "XM_017025241", "XM_017025242", "XP_005256888", "XP_005256889", "XP_005256890", "XP_005256891", "XP_005256892", "XP_011522346", "XP_016880728", "XP_016880729", "XP_016880730", "XP_016880731", "growth arrest specific 7"]	NCBI:txid9606
ENSG00000007312	CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	["AGM6", "B29", "CD79B", "CD79b molecule", "ENTREZ:974", "HGNC:1699", "IGB", "MIM:147245", "NM_000626", "NM_001039933", "NM_001329050", "NM_021602", "NP_000617", "NP_001035022", "NP_001315979", "NP_067613"]	NCBI:txid9606
ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	["CMS16", "ENTREZ:6329", "HGNC:10591", "HOKPP2", "HYKPP", "HYPP", "MIM:603967", "NAC1A", "NM_000334", "NP_000325", "Na(V)1.4", "Nav1.4", "SCN4A", "SkM1", "sodium voltage-gated channel alpha subunit 4"]	NCBI:txid9606
ENSG00000007372	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	["AN", "AN1", "AN2", "ASGD5", "D11S812E", "ENTREZ:5080", "FVH1", "HGNC:8620", "MGDA", "MIM:607108", "NM_000280", "NM_001127612", "NM_001258462", "NM_001258463", "NM_001258464", "NM_001258465", "NM_001310158", "NM_001310159", "NM_001310160", "NM_001310161", "NM_001368887", "NM_001368888", "NM_001368889", "NM_001368890", "NM_001368891", "NM_001368892", "NM_001368893", "NM_001368894", "NM_001368899", "NM_001368900", "NM_001368901", "NM_001368902", "NM_001368903", "NM_001368904", "NM_001368905", "NM_001368906", "NM_001368907", "NM_001368908", "NM_001368909", "NM_001368910", "NM_001368911", "NM_001368912", "NM_001368913", "NM_001368914", "NM_001368915", "NM_001368916", "NM_001368917", "NM_001368918", "NM_001368919", "NM_001368920", "NM_001368921", "NM_001368922", "NM_001368923", "NM_001368924", "NM_001368925", "NM_001368926", "NM_001368927", "NM_001368928", "NM_001368929", "NM_001368930", "NM_001604", "NP_000271", "NP_001121084", "NP_001245391", "NP_001245392", "NP_001245393", "NP_001245394", "NP_001297087", "NP_001297088", "NP_001297089", "NP_001297090", "NP_001355816", "NP_001355817", "NP_001355818", "NP_001355819", "NP_001355820", "NP_001355821", "NP_001355822", "NP_001355823", "NP_001355828", "NP_001355829", "NP_001355830", "NP_001355831", "NP_001355832", "NP_001355833", "NP_001355834", "NP_001355835", "NP_001355836", "NP_001355837", "NP_001355838", "NP_001355839", "NP_001355840", "NP_001355841", "NP_001355842", "NP_001355843", "NP_001355844", "NP_001355845", "NP_001355846", "NP_001355847", "NP_001355848", "NP_001355849", "NP_001355850", "NP_001355851", "NP_001355852", "NP_001355853", "NP_001355854", "NP_001355855", "NP_001355856", "NP_001355857", "NP_001355858", "NP_001355859", "NP_001595", "NR_160916", "NR_160917", "PAX6", "WAGR", "paired box 6"]	NCBI:txid9606
ENSG00000007402	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	["CACNA2D", "CACNA2D2", "CASVDD", "ENTREZ:9254", "HGNC:1400", "MIM:607082", "NM_001005505", "NM_001174051", "NM_001291101", "NM_006030", "NP_001005505", "NP_001167522", "NP_001278030", "NP_006021", "XM_005265581", "XM_011534243", "XP_005265638", "XP_011532545", "calcium voltage-gated channel auxiliary subunit alpha2delta 2"]	NCBI:txid9606
ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]	["DEE77", "EIEE77", "ENTREZ:9091", "GPI1", "HGNC:14135", "MIM:605754", "NM_004204", "NM_148920", "NP_004195", "NP_683721", "PIGQ", "c407A10.1", "phosphatidylinositol glycan anchor biosynthesis class Q"]	NCBI:txid9606
ENSG00000007933	FMO3	flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	["ENTREZ:2328", "FMO3", "FMOII", "HGNC:3771", "MIM:136132", "NM_001002294", "NM_001319173", "NM_001319174", "NM_006894", "NP_001002294", "NP_001306102", "NP_001306103", "NP_008825", "TMAU", "XM_011509345", "XM_024454365", "XP_011507647", "XP_024310133", "dJ127D3.1", "flavin containing dimethylaniline monoxygenase 3"]	NCBI:txid9606
ENSG00000008086	CDKL5	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]	["CDKL5", "CFAP247", "DEE2", "EIEE2", "ENTREZ:6792", "HGNC:11411", "ISSX", "MIM:300203", "NM_001037343", "NM_001323289", "NM_003159", "NP_001032420", "NP_001310218", "NP_003150", "STK9", "cyclin dependent kinase like 5"]	NCBI:txid9606
ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	["CYB561", "CYB561A1", "ENTREZ:1534", "FRRS2", "HGNC:2571", "MIM:600019", "NM_001017916", "NM_001017917", "NM_001017918", "NM_001330421", "NM_001915", "NP_001017916", "NP_001017917", "NP_001317350", "NP_001906", "ORTHYP2", "cytochrome b561"]	NCBI:txid9606
ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	["AASS", "ENTREZ:10157", "HGNC:17366", "LKR/SDH", "LKRSDH", "LORSDH", "MIM:605113", "NM_005763", "NP_005754", "XM_011515725", "XP_011514027", "XR_001744514", "XR_001744515", "XR_001744516", "XR_001744517", "XR_001744519", "XR_001744520", "XR_001744521", "XR_001744522", "XR_001744523", "XR_001744524", "XR_242220", "XR_927326", "aminoadipate-semialdehyde synthase"]	NCBI:txid9606
ENSG00000008441	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	["CTF", "ENTREZ:4784", "HGNC:7788", "MIM:164005", "MRSHSS", "NF-I/X", "NF1-X", "NF1A", "NFIX", "NM_001271043", "NM_001271044", "NM_001365902", "NM_001365982", "NM_001365983", "NM_001365984", "NM_001365985", "NM_001378404", "NM_001378405", "NM_002501", "NP_001257972", "NP_001257973", "NP_001352831", "NP_001352911", "NP_001352912", "NP_001352913", "NP_001352914", "NP_001365333", "NP_001365334", "NP_002492", "SOTOS2", "XM_005259917", "XM_006722760", "XP_005259974", "XP_006722823", "nuclear factor I X"]	NCBI:txid9606
ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	["ENTREZ:5310", "HGNC:9008", "MIM:601313", "NM_000296", "NM_001009944", "NP_000287", "NP_001009944", "PBP", "PC1", "PKD1", "Pc-1", "TRPP1", "XM_005255370", "XM_011522528", "XM_011522529", "XM_011522537", "XM_024450298", "XM_024450299", "XM_024450300", "XM_024450301", "XP_005255427", "XP_011520830", "XP_011520831", "XP_011520839", "XP_024306066", "XP_024306067", "XP_024306068", "XP_024306069", "polycystin 1", "transient receptor potential channel interacting"]	NCBI:txid9606
ENSG00000008988	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]	["ENTREZ:6224", "HGNC:10405", "MIM:603682", "NM_001023", "NM_001146227", "NP_001014", "NP_001139699", "RPS20", "S20", "ribosomal protein S20", "uS10"]	NCBI:txid9606
ENSG00000009413	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]	["ENTREZ:5980", "HGNC:9968", "MIM:602776", "NM_001286431", "NM_001286432", "NM_001372078", "NM_002912", "NP_001273360", "NP_001273361", "NP_001359007", "NP_002903", "POLZ", "REV3 like", "DNA directed polymerase zeta catalytic subunit", "REV3", "REV3L", "XM_011536028", "XM_011536029", "XM_011536030", "XM_011536031", "XM_011536032", "XM_011536036", "XM_017011152", "XM_017011153", "XM_017011154", "XM_017011155", "XP_011534330", "XP_011534331", "XP_011534332", "XP_011534333", "XP_011534334", "XP_011534338", "XP_016866641", "XP_016866642", "XP_016866643", "XP_016866644", "XR_001743550", "XR_001743552", "XR_001743553", "XR_001743554", "XR_001743555", "XR_001743556", "XR_002956293"]	NCBI:txid9606
ENSG00000009709	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	["ENTREZ:5081", "HGNC:8621", "HUP1", "MIM:167410", "MYOSCO", "NM_001135254", "NM_002584", "NM_013945", "NP_001128726", "NP_002575", "NP_039236", "PAX7", "PAX7B", "RMS2", "paired box 7"]	NCBI:txid9606
ENSG00000009724	MASP2	MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]	["ENTREZ:10747", "HGNC:6902", "MAP19", "MASP-2", "MASP1P1", "MASP2", "MBL associated serine protease 2", "MIM:605102", "NM_006610", "NM_139208", "NP_006601", "NP_631947", "XM_017000097", "XP_016855586", "XR_001736931", "XR_001736932", "XR_002958895", "sMAP"]	NCBI:txid9606
ENSG00000009830	POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]	["ENTREZ:29954", "HGNC:19743", "LGMD2N", "LGMDR14", "MDDGA2", "MDDGB2", "MDDGC2", "MIM:607439", "NM_013382", "NP_037514", "POMT2", "XM_011536675", "XM_011536676", "XM_011536677", "XP_011534977", "XP_011534978", "XP_011534979", "XR_001750279", "XR_001750282", "XR_943416", "protein O-mannosyltransferase 2"]	NCBI:txid9606
ENSG00000009950	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	["CHREBP", "ENTREZ:51085", "HGNC:12744", "MIM:605678", "MIO", "MLX interacting protein like", "MLX", "MLXIPL", "MONDOB", "NM_032951", "NM_032952", "NM_032953", "NM_032954", "NM_032994", "NP_116569", "NP_116570", "NP_116571", "NP_116572", "NR_134541", "WBSCR14", "WS-bHLH", "XM_011516277", "XM_011516278", "XM_011516279", "XM_011516281", "XM_017012263", "XM_024446784", "XP_011514579", "XP_011514580", "XP_011514581", "XP_011514583", "XP_016867752", "XP_024302552", "XR_001744799", "bHLHd14"]	NCBI:txid9606
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]	["BAZ1B", "ENTREZ:9031", "HGNC:961", "MIM:605681", "NM_001370402", "NM_023005", "NM_032408", "NP_001357331", "NP_115784", "WBSCR10", "WBSCR9", "WSTF", "XR_001744892", "bromodomain adjacent to zinc finger domain 1B"]	NCBI:txid9606
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	["C1orf124", "DVC1", "ENTREZ:83932", "HGNC:25356", "MIM:616086", "NM_001010984", "NM_001261462", "NM_032018", "NP_001010984", "NP_001248391", "NP_114407", "PRO4323", "SPRTN", "SprT-like N-terminal domain", "XM_006711818", "XM_011544289", "XP_006711881", "XP_011542591", "spartan"]	NCBI:txid9606
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	["D3S3191", "ENTREZ:7384", "HGNC:12585", "MIM:191328", "NM_003365", "NP_003356", "QCR1", "UQCR1", "UQCRC1", "XR_002959579", "ubiquinol-cytochrome c reductase core protein 1"]	NCBI:txid9606
ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]	["CPLANE3", "ENTREZ:80199", "FUZ", "FY", "HGNC:26219", "MIM:610622", "NM_001171937", "NM_001352262", "NM_001363663", "NM_025129", "NP_001165408", "NP_001339191", "NP_001350592", "NP_079405", "NR_033269", "NTD", "XM_006723399", "XM_011527340", "XM_011527341", "XM_011527342", "XM_011527343", "XM_011527345", "XM_011527346", "XM_011527347", "XM_017027320", "XM_017027321", "XM_017027322", "XM_017027323", "XM_024451729", "XM_024451730", "XP_006723462", "XP_011525642", "XP_011525643", "XP_011525644", "XP_011525645", "XP_011525647", "XP_011525648", "XP_011525649", "XP_016882809", "XP_016882810", "XP_016882811", "XP_016882812", "XP_024307497", "XP_024307498", "XR_001753764", "XR_001753765", "XR_002958363", "XR_002958364", "XR_002958365", "XR_935862", "XR_935863", "fuzzy planar cell polarity protein"]	NCBI:txid9606
ENSG00000010404	IDS	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]	["ENTREZ:3423", "HGNC:5389", "ID2S", "IDS", "MIM:300823", "MPS2", "NM_000202", "NM_001166550", "NM_006123", "NP_000193", "NP_001160022", "NP_006114", "NR_104128", "SIDS", "iduronate 2-sulfatase"]	NCBI:txid9606
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	["CD4 molecule", "CD4", "CD4mut", "ENTREZ:920", "HGNC:1678", "IMD79", "MIM:186940", "NM_000616", "NM_001195014", "NM_001195015", "NM_001195016", "NM_001195017", "NM_001382705", "NM_001382706", "NM_001382707", "NM_001382714", "NP_000607", "NP_001181943", "NP_001181944", "NP_001181945", "NP_001181946", "NP_001369634", "NP_001369635", "NP_001369636", "NP_001369643", "NR_036545", "OKT4D"]	NCBI:txid9606
ENSG00000010671	BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]	["AGMX1", "AT", "ATK", "BPK", "BTK", "Bruton tyrosine kinase", "ENTREZ:695", "HGNC:1133", "IGHD3", "IMD1", "MIM:300300", "NM_000061", "NM_001287344", "NM_001287345", "NP_000052", "NP_001274273", "NP_001274274", "PSCTK1", "XLA"]	NCBI:txid9606
ENSG00000010704	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	["ENTREZ:3077", "HFE", "HFE1", "HGNC:4886", "HH", "HLA-H", "MIM:613609", "MVCD7", "NM_000410", "NM_001300749", "NM_001384164", "NM_139002", "NM_139003", "NM_139004", "NM_139005", "NM_139006", "NM_139007", "NM_139008", "NM_139009", "NM_139010", "NM_139011", "NP_000401", "NP_001287678", "NP_001371093", "NP_620572", "NP_620573", "NP_620575", "NP_620576", "NP_620577", "NP_620578", "NP_620579", "NP_620580", "TFQTL2", "XR_241893", "homeostatic iron regulator"]	NCBI:txid9606
ENSG00000010818	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	["ENTREZ:3097", "HGNC:4921", "HIV-EP2", "HIVEP zinc finger 2", "HIVEP2", "MBP-2", "MIBP1", "MIM:143054", "MRD43", "NM_006734", "NP_006725", "SHN2", "XM_017010805", "XM_024446416", "XM_024446417", "XM_024446418", "XM_024446419", "XP_016866294", "XP_024302184", "XP_024302185", "XP_024302186", "XP_024302187", "ZAS2", "ZNF40B"]	NCBI:txid9606
ENSG00000011143	MKS1	MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]	["BBS13", "ENTREZ:54903", "HGNC:7121", "JBTS28", "MES", "MIM:609883", "MKS transition zone complex subunit 1", "MKS", "MKS1", "NM_001165927", "NM_001321268", "NM_001321269", "NM_001330397", "NM_017777", "NP_001159399", "NP_001308197", "NP_001308198", "NP_001317326", "NP_060247", "POC12", "XM_005257485", "XM_006721965", "XM_011524957", "XM_011524958", "XM_011524959", "XM_011524960", "XM_017024804", "XM_017024805", "XP_005257542", "XP_006722028", "XP_011523259", "XP_011523260", "XP_011523261", "XP_011523262", "XP_016880293", "XP_016880294", "XR_002958042"]	NCBI:txid9606
ENSG00000011198	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]	["ABHD5", "CGI58", "ENTREZ:51099", "HGNC:21396", "IECN2", "MIM:604780", "NCIE2", "NM_001355186", "NM_001365649", "NM_001365650", "NM_016006", "NP_001342115", "NP_001352578", "NP_001352579", "NP_057090", "NR_158560", "abhydrolase domain containing 5", "lysophosphatidic acid acyltransferase"]	NCBI:txid9606
ENSG00000011201	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	["ADMLX", "ANOS1", "ENTREZ:3730", "HGNC:6211", "HH1", "HHA", "KAL", "KAL1", "KALIG-1", "KMS", "MIM:300836", "NM_000216", "NP_000207", "WFDC19", "XM_005274501", "XP_005274558", "anosmin 1"]	NCBI:txid9606
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	["CAHH", "ENTREZ:54476", "HGNC:21698", "MIM:609948", "NM_001377156", "NM_019011", "NM_207111", "NM_207116", "NP_001364085", "NP_996994", "NP_996999", "RNF216", "TRIAD3", "U7I1", "UBCE7IP1", "XM_005249785", "XM_011515436", "XM_017012364", "XM_024446805", "XM_024446806", "XM_024446807", "XP_005249842", "XP_011513738", "XP_016867853", "XP_024302573", "XP_024302574", "XP_024302575", "ZIN", "ring finger protein 216"]	NCBI:txid9606
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]	["2010204O13Rik", "ENTREZ:54902", "HGNC:26006", "MC3DN2", "MIM:613814", "NM_001271420", "NM_017775", "NP_001258349", "NP_060245", "TTC19", "XM_017024801", "XM_017024802", "XM_024450814", "XP_016880290", "XP_016880291", "XP_024306582", "tetratricopeptide repeat domain 19"]	NCBI:txid9606
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]	["ENTREZ:23395", "HGNC:17095", "HLASA", "LARS2", "LEURS", "MIM:604544", "NM_001368263", "NM_015340", "NP_001355192", "NP_056155", "PRLTS4", "XM_011533554", "XM_017006042", "XP_011531856", "XP_016861531", "leucyl-tRNA synthetase 2", "mitochondrial", "mtLeuRS"]	NCBI:txid9606
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]	["CPK", "ENTREZ:5286", "HGNC:8971", "MIM:603601", "NM_001321378", "NM_001321380", "NM_001386870", "NM_002645", "NP_001308307", "NP_001308309", "NP_001373799", "NP_002636", "OCSKD", "PI3-K-C2(ALPHA)", "PI3-K-C2A", "PI3K-C2-alpha", "PI3K-C2alpha", "PIK3C2A", "XM_017017924", "XP_016873413", "XR_001747907", "phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"]	NCBI:txid9606
